Tran	Gene
ENSRNOT00000058833	ENSRNOG00000032472
ENSRNOT00000058834	ENSRNOG00000032472
ENSRNOT00000058837	ENSRNOG00000059244
ENSRNOT00000058838	ENSRNOG00000038572
ENSRNOT00000058842	ENSRNOG00000038574
ENSRNOT00000058843	ENSRNOG00000028041
ENSRNOT00000058849	ENSRNOG00000004144
ENSRNOT00000058852	ENSRNOG00000018698
ENSRNOT00000058860	ENSRNOG00000027836
ENSRNOT00000058869	ENSRNOG00000038592
ENSRNOT00000058872	ENSRNOG00000014422
ENSRNOT00000058882	ENSRNOG00000045733
ENSRNOT00000058884	ENSRNOG00000031959
ENSRNOT00000058885	ENSRNOG00000038597
ENSRNOT00000058887	ENSRNOG00000024703
ENSRNOT00000058891	ENSRNOG00000019253
ENSRNOT00000058893	ENSRNOG00000024190
ENSRNOT00000058894	ENSRNOG00000038598
ENSRNOT00000058897	ENSRNOG00000002898
ENSRNOT00000058900	ENSRNOG00000038600
ENSRNOT00000058906	ENSRNOG00000005882
ENSRNOT00000058907	ENSRNOG00000046195
ENSRNOT00000058917	ENSRNOG00000038610
ENSRNOT00000058919	ENSRNOG00000009004
ENSRNOT00000058943	ENSRNOG00000017127
ENSRNOT00000058944	ENSRNOG00000038619
ENSRNOT00000058947	ENSRNOG00000027331
ENSRNOT00000058956	ENSRNOG00000038625
ENSRNOT00000058962	ENSRNOG00000004966
ENSRNOT00000058966	ENSRNOG00000042120
ENSRNOT00000058985	ENSRNOG00000027365
ENSRNOT00000058997	ENSRNOG00000038644
ENSRNOT00000058999	ENSRNOG00000038647
ENSRNOT00000059010	ENSRNOG00000038654
ENSRNOT00000059031	ENSRNOG00000004257
ENSRNOT00000059037	ENSRNOG00000038674
ENSRNOT00000059047	ENSRNOG00000038678
ENSRNOT00000059069	ENSRNOG00000015456
ENSRNOT00000059073	ENSRNOG00000038166
ENSRNOT00000059078	ENSRNOG00000025624
ENSRNOT00000059086	ENSRNOG00000011277
ENSRNOT00000059104	ENSRNOG00000048357
ENSRNOT00000059124	ENSRNOG00000038722
ENSRNOT00000059127	ENSRNOG00000010524
ENSRNOT00000059136	ENSRNOG00000008575
ENSRNOT00000059147	ENSRNOG00000017178
ENSRNOT00000059150	ENSRNOG00000038735
ENSRNOT00000059154	ENSRNOG00000021207
ENSRNOT00000059156	ENSRNOG00000008416
ENSRNOT00000059157	ENSRNOG00000042229
ENSRNOT00000059159	ENSRNOG00000038738
ENSRNOT00000059162	ENSRNOG00000017852
ENSRNOT00000059167	ENSRNOG00000038740
ENSRNOT00000059169	ENSRNOG00000022980
ENSRNOT00000059172	ENSRNOG00000038741
ENSRNOT00000059173	ENSRNOG00000020169
ENSRNOT00000059181	ENSRNOG00000024501
ENSRNOT00000059182	ENSRNOG00000038743
ENSRNOT00000059183	ENSRNOG00000024501
ENSRNOT00000059185	ENSRNOG00000038744
ENSRNOT00000059187	ENSRNOG00000028155
ENSRNOT00000059190	ENSRNOG00000003399
ENSRNOT00000059191	ENSRNOG00000038746
ENSRNOT00000059192	ENSRNOG00000038746
ENSRNOT00000059194	ENSRNOG00000000519
ENSRNOT00000059203	ENSRNOG00000038752
ENSRNOT00000059209	ENSRNOG00000038757
ENSRNOT00000059210	ENSRNOG00000024346
ENSRNOT00000059211	ENSRNOG00000038758
ENSRNOT00000059212	ENSRNOG00000038759
ENSRNOT00000059213	ENSRNOG00000038760
ENSRNOT00000059215	ENSRNOG00000038762
ENSRNOT00000059225	ENSRNOG00000038766
ENSRNOT00000059233	ENSRNOG00000003942
ENSRNOT00000059244	ENSRNOG00000056721
ENSRNOT00000059246	ENSRNOG00000005504
ENSRNOT00000059247	ENSRNOG00000057505
ENSRNOT00000059255	ENSRNOG00000003147
ENSRNOT00000059261	ENSRNOG00000038786
ENSRNOT00000059263	ENSRNOG00000026874
ENSRNOT00000059264	ENSRNOG00000000512
ENSRNOT00000059266	ENSRNOG00000038789
ENSRNOT00000059269	ENSRNOG00000024870
ENSRNOT00000059270	ENSRNOG00000003533
ENSRNOT00000059271	ENSRNOG00000004415
ENSRNOT00000059276	ENSRNOG00000038793
ENSRNOT00000059277	ENSRNOG00000003005
ENSRNOT00000059280	ENSRNOG00000004828
ENSRNOT00000059292	ENSRNOG00000038807
ENSRNOT00000059316	ENSRNOG00000005285
ENSRNOT00000059317	ENSRNOG00000038819
ENSRNOT00000059318	ENSRNOG00000005101
ENSRNOT00000059320	ENSRNOG00000050595
ENSRNOT00000059326	ENSRNOG00000038825
ENSRNOT00000059335	ENSRNOG00000038832
ENSRNOT00000059349	ENSRNOG00000022812
ENSRNOT00000059374	ENSRNOG00000046024
ENSRNOT00000059380	ENSRNOG00000030039
ENSRNOT00000059383	ENSRNOG00000038864
ENSRNOT00000059386	ENSRNOG00000038867
ENSRNOT00000059395	ENSRNOG00000038872
ENSRNOT00000059401	ENSRNOG00000009660
ENSRNOT00000059403	ENSRNOG00000038877
ENSRNOT00000059419	ENSRNOG00000017132
ENSRNOT00000059424	ENSRNOG00000028582
ENSRNOT00000059426	ENSRNOG00000038883
ENSRNOT00000059430	ENSRNOG00000007666
ENSRNOT00000059431	ENSRNOG00000024322
ENSRNOT00000059439	ENSRNOG00000038891
ENSRNOT00000059447	ENSRNOG00000017149
ENSRNOT00000059448	ENSRNOG00000038894
ENSRNOT00000059451	ENSRNOG00000038896
ENSRNOT00000059458	ENSRNOG00000016692
ENSRNOT00000059459	ENSRNOG00000013215
ENSRNOT00000059461	ENSRNOG00000006783
ENSRNOT00000059466	ENSRNOG00000042070
ENSRNOT00000059467	ENSRNOG00000038902
ENSRNOT00000059468	ENSRNOG00000021345
ENSRNOT00000059478	ENSRNOG00000038911
ENSRNOT00000059486	ENSRNOG00000001424
ENSRNOT00000059487	ENSRNOG00000038916
ENSRNOT00000059490	ENSRNOG00000038917
ENSRNOT00000059494	ENSRNOG00000022505
ENSRNOT00000059496	ENSRNOG00000006557
ENSRNOT00000059501	ENSRNOG00000018774
ENSRNOT00000059510	ENSRNOG00000016576
ENSRNOT00000059516	ENSRNOG00000002320
ENSRNOT00000059520	ENSRNOG00000040249
ENSRNOT00000059522	ENSRNOG00000013603
ENSRNOT00000059524	ENSRNOG00000004305
ENSRNOT00000059530	ENSRNOG00000001422
ENSRNOT00000059532	ENSRNOG00000038943
ENSRNOT00000059538	ENSRNOG00000038948
ENSRNOT00000059541	ENSRNOG00000038951
ENSRNOT00000059545	ENSRNOG00000026807
ENSRNOT00000059548	ENSRNOG00000000480
ENSRNOT00000059564	ENSRNOG00000018456
ENSRNOT00000059565	ENSRNOG00000010888
ENSRNOT00000059570	ENSRNOG00000018246
ENSRNOT00000059571	ENSRNOG00000013408
ENSRNOT00000059577	ENSRNOG00000038973
ENSRNOT00000059580	ENSRNOG00000038976
ENSRNOT00000059587	ENSRNOG00000038979
ENSRNOT00000059588	ENSRNOG00000038980
ENSRNOT00000059592	ENSRNOG00000024616
ENSRNOT00000059593	ENSRNOG00000046006
ENSRNOT00000059599	ENSRNOG00000029941
ENSRNOT00000059602	ENSRNOG00000050511
ENSRNOT00000059625	ENSRNOG00000006200
ENSRNOT00000059627	ENSRNOG00000011425
ENSRNOT00000059628	ENSRNOG00000039001
ENSRNOT00000059638	ENSRNOG00000047128
ENSRNOT00000059639	ENSRNOG00000008586
ENSRNOT00000059651	ENSRNOG00000012214
ENSRNOT00000059660	ENSRNOG00000045973
ENSRNOT00000059662	ENSRNOG00000049919
ENSRNOT00000059663	ENSRNOG00000025231
ENSRNOT00000059666	ENSRNOG00000039017
ENSRNOT00000059668	ENSRNOG00000039019
ENSRNOT00000059671	ENSRNOG00000050623
ENSRNOT00000059672	ENSRNOG00000049074
ENSRNOT00000059673	ENSRNOG00000010107
ENSRNOT00000059677	ENSRNOG00000020647
ENSRNOT00000059678	ENSRNOG00000039025
ENSRNOT00000059679	ENSRNOG00000031038
ENSRNOT00000059680	ENSRNOG00000028077
ENSRNOT00000059715	ENSRNOG00000010386
ENSRNOT00000059724	ENSRNOG00000014339
ENSRNOT00000059735	ENSRNOG00000002052
ENSRNOT00000059738	ENSRNOG00000039058
ENSRNOT00000059739	ENSRNOG00000004067
ENSRNOT00000059744	ENSRNOG00000039063
ENSRNOT00000059750	ENSRNOG00000029903
ENSRNOT00000059757	ENSRNOG00000039075
ENSRNOT00000059763	ENSRNOG00000002216
ENSRNOT00000059776	ENSRNOG00000039086
ENSRNOT00000059780	ENSRNOG00000007419
ENSRNOT00000059785	ENSRNOG00000027022
ENSRNOT00000059806	ENSRNOG00000024201
ENSRNOT00000059807	ENSRNOG00000028236
ENSRNOT00000059810	ENSRNOG00000006932
ENSRNOT00000059813	ENSRNOG00000039107
ENSRNOT00000059814	ENSRNOG00000002144
ENSRNOT00000059823	ENSRNOG00000039110
ENSRNOT00000059828	ENSRNOG00000039113
ENSRNOT00000059839	ENSRNOG00000039120
ENSRNOT00000059845	ENSRNOG00000015230
ENSRNOT00000059854	ENSRNOG00000016581
ENSRNOT00000059868	ENSRNOG00000008924
ENSRNOT00000059869	ENSRNOG00000006087
ENSRNOT00000059892	ENSRNOG00000011184
ENSRNOT00000059895	ENSRNOG00000005042
ENSRNOT00000059896	ENSRNOG00000039152
ENSRNOT00000059921	ENSRNOG00000016420
ENSRNOT00000059924	ENSRNOG00000029564
ENSRNOT00000059942	ENSRNOG00000030149
ENSRNOT00000059951	ENSRNOG00000032364
ENSRNOT00000059982	ENSRNOG00000002473
ENSRNOT00000059984	ENSRNOG00000002473
ENSRNOT00000059987	ENSRNOG00000018825
ENSRNOT00000059997	ENSRNOG00000039200
ENSRNOT00000060001	ENSRNOG00000039203
ENSRNOT00000060002	ENSRNOG00000039204
ENSRNOT00000060005	ENSRNOG00000023309
ENSRNOT00000060006	ENSRNOG00000039207
ENSRNOT00000060011	ENSRNOG00000039210
ENSRNOT00000060012	ENSRNOG00000022247
ENSRNOT00000060013	ENSRNOG00000042373
ENSRNOT00000060020	ENSRNOG00000039214
ENSRNOT00000060024	ENSRNOG00000027061
ENSRNOT00000060025	ENSRNOG00000039216
ENSRNOT00000060035	ENSRNOG00000031343
ENSRNOT00000060048	ENSRNOG00000031343
ENSRNOT00000060062	ENSRNOG00000003385
ENSRNOT00000060074	ENSRNOG00000033244
ENSRNOT00000060078	ENSRNOG00000020488
ENSRNOT00000060090	ENSRNOG00000039233
ENSRNOT00000060092	ENSRNOG00000048037
ENSRNOT00000060093	ENSRNOG00000039236
ENSRNOT00000060094	ENSRNOG00000039238
ENSRNOT00000060095	ENSRNOG00000039239
ENSRNOT00000060097	ENSRNOG00000020030
ENSRNOT00000060098	ENSRNOG00000039241
ENSRNOT00000060101	ENSRNOG00000039244
ENSRNOT00000060109	ENSRNOG00000029964
ENSRNOT00000060111	ENSRNOG00000030715
ENSRNOT00000060113	ENSRNOG00000039250
ENSRNOT00000060114	ENSRNOG00000039251
ENSRNOT00000060117	ENSRNOG00000039252
ENSRNOT00000060121	ENSRNOG00000039255
ENSRNOT00000060125	ENSRNOG00000039260
ENSRNOT00000060132	ENSRNOG00000039265
ENSRNOT00000060143	ENSRNOG00000017093
ENSRNOT00000060146	ENSRNOG00000013336
ENSRNOT00000060149	ENSRNOG00000039278
ENSRNOT00000060150	ENSRNOG00000039279
ENSRNOT00000060155	ENSRNOG00000039282
ENSRNOT00000060156	ENSRNOG00000021578
ENSRNOT00000060160	ENSRNOG00000021575
ENSRNOT00000060162	ENSRNOG00000039287
ENSRNOT00000060168	ENSRNOG00000027520
ENSRNOT00000060179	ENSRNOG00000001960
ENSRNOT00000060181	ENSRNOG00000050497
ENSRNOT00000060185	ENSRNOG00000009285
ENSRNOT00000060186	ENSRNOG00000022312
ENSRNOT00000060192	ENSRNOG00000039296
ENSRNOT00000060193	ENSRNOG00000039297
ENSRNOT00000060194	ENSRNOG00000045877
ENSRNOT00000060203	ENSRNOG00000013956
ENSRNOT00000060210	ENSRNOG00000048450
ENSRNOT00000060213	ENSRNOG00000039305
ENSRNOT00000060218	ENSRNOG00000015701
ENSRNOT00000060247	ENSRNOG00000039323
ENSRNOT00000060250	ENSRNOG00000009074
ENSRNOT00000060253	ENSRNOG00000009074
ENSRNOT00000060254	ENSRNOG00000009074
ENSRNOT00000060258	ENSRNOG00000049034
ENSRNOT00000060260	ENSRNOG00000039325
ENSRNOT00000060264	ENSRNOG00000014863
ENSRNOT00000060265	ENSRNOG00000039326
ENSRNOT00000060273	ENSRNOG00000039331
ENSRNOT00000060277	ENSRNOG00000039332
ENSRNOT00000060282	ENSRNOG00000039336
ENSRNOT00000060284	ENSRNOG00000042496
ENSRNOT00000060286	ENSRNOG00000039339
ENSRNOT00000060292	ENSRNOG00000000655
ENSRNOT00000060297	ENSRNOG00000048808
ENSRNOT00000060298	ENSRNOG00000047274
ENSRNOT00000060300	ENSRNOG00000050964
ENSRNOT00000060304	ENSRNOG00000049342
ENSRNOT00000060309	ENSRNOG00000007100
ENSRNOT00000060310	ENSRNOG00000045525
ENSRNOT00000060311	ENSRNOG00000042576
ENSRNOT00000060322	ENSRNOG00000048578
ENSRNOT00000060327	ENSRNOG00000033215
ENSRNOT00000060335	ENSRNOG00000023778
ENSRNOT00000060340	ENSRNOG00000039379
ENSRNOT00000060351	ENSRNOG00000031773
ENSRNOT00000060353	ENSRNOG00000039383
ENSRNOT00000060355	ENSRNOG00000023403
ENSRNOT00000060357	ENSRNOG00000042119
ENSRNOT00000060362	ENSRNOG00000039388
ENSRNOT00000060366	ENSRNOG00000028541
ENSRNOT00000060370	ENSRNOG00000022599
ENSRNOT00000060376	ENSRNOG00000042327
ENSRNOT00000060378	ENSRNOG00000039398
ENSRNOT00000060380	ENSRNOG00000048328
ENSRNOT00000060386	ENSRNOG00000039404
ENSRNOT00000060387	ENSRNOG00000039405
ENSRNOT00000060389	ENSRNOG00000000446
ENSRNOT00000060394	ENSRNOG00000047304
ENSRNOT00000060396	ENSRNOG00000046567
ENSRNOT00000060399	ENSRNOG00000052828
ENSRNOT00000060403	ENSRNOG00000014481
ENSRNOT00000060404	ENSRNOG00000039417
ENSRNOT00000060410	ENSRNOG00000008741
ENSRNOT00000060412	ENSRNOG00000023140
ENSRNOT00000060417	ENSRNOG00000019618
ENSRNOT00000060420	ENSRNOG00000046840
ENSRNOT00000060424	ENSRNOG00000039432
ENSRNOT00000060427	ENSRNOG00000039434
ENSRNOT00000060428	ENSRNOG00000039435
ENSRNOT00000060432	ENSRNOG00000019688
ENSRNOT00000060436	ENSRNOG00000039439
ENSRNOT00000060437	ENSRNOG00000047738
ENSRNOT00000060439	ENSRNOG00000047787
ENSRNOT00000060442	ENSRNOG00000017485
ENSRNOT00000060443	ENSRNOG00000048885
ENSRNOT00000060444	ENSRNOG00000001253
ENSRNOT00000060446	ENSRNOG00000039445
ENSRNOT00000060448	ENSRNOG00000033981
ENSRNOT00000060452	ENSRNOG00000012486
ENSRNOT00000060454	ENSRNOG00000039447
ENSRNOT00000060455	ENSRNOG00000039448
ENSRNOT00000060456	ENSRNOG00000039449
ENSRNOT00000060459	ENSRNOG00000019986
ENSRNOT00000060461	ENSRNOG00000039454
ENSRNOT00000060465	ENSRNOG00000027463
ENSRNOT00000060466	ENSRNOG00000039455
ENSRNOT00000060467	ENSRNOG00000012488
ENSRNOT00000060468	ENSRNOG00000039457
ENSRNOT00000060470	ENSRNOG00000039459
ENSRNOT00000060472	ENSRNOG00000039461
ENSRNOT00000060475	ENSRNOG00000039463
ENSRNOT00000060476	ENSRNOG00000039464
ENSRNOT00000060478	ENSRNOG00000039466
ENSRNOT00000060484	ENSRNOG00000039469
ENSRNOT00000060486	ENSRNOG00000039470
ENSRNOT00000060488	ENSRNOG00000039472
ENSRNOT00000060492	ENSRNOG00000039473
ENSRNOT00000060494	ENSRNOG00000006365
ENSRNOT00000060495	ENSRNOG00000011809
ENSRNOT00000060497	ENSRNOG00000039476
ENSRNOT00000060499	ENSRNOG00000004449
ENSRNOT00000060500	ENSRNOG00000026120
ENSRNOT00000060503	ENSRNOG00000026175
ENSRNOT00000060511	ENSRNOG00000039481
ENSRNOT00000060514	ENSRNOG00000011621
ENSRNOT00000060515	ENSRNOG00000050800
ENSRNOT00000060519	ENSRNOG00000039487
ENSRNOT00000060521	ENSRNOG00000039489
ENSRNOT00000060527	ENSRNOG00000017889
ENSRNOT00000060530	ENSRNOG00000039494
ENSRNOT00000060535	ENSRNOG00000002878
ENSRNOT00000060539	ENSRNOG00000039500
ENSRNOT00000060548	ENSRNOG00000039504
ENSRNOT00000060549	ENSRNOG00000039505
ENSRNOT00000060550	ENSRNOG00000026564
ENSRNOT00000060551	ENSRNOG00000014711
ENSRNOT00000060568	ENSRNOG00000016779
ENSRNOT00000060577	ENSRNOG00000039517
ENSRNOT00000060594	ENSRNOG00000039530
ENSRNOT00000060595	ENSRNOG00000010824
ENSRNOT00000060607	ENSRNOG00000051235
ENSRNOT00000060608	ENSRNOG00000001113
ENSRNOT00000060614	ENSRNOG00000039543
ENSRNOT00000060618	ENSRNOG00000039548
ENSRNOT00000060642	ENSRNOG00000039559
ENSRNOT00000060645	ENSRNOG00000039562
ENSRNOT00000060648	ENSRNOG00000013220
ENSRNOT00000060656	ENSRNOG00000039568
ENSRNOT00000060660	ENSRNOG00000039574
ENSRNOT00000060669	ENSRNOG00000003973
ENSRNOT00000060670	ENSRNOG00000039581
ENSRNOT00000060673	ENSRNOG00000039582
ENSRNOT00000060683	ENSRNOG00000014287
ENSRNOT00000060688	ENSRNOG00000039592
ENSRNOT00000060690	ENSRNOG00000024349
ENSRNOT00000060691	ENSRNOG00000009015
ENSRNOT00000060692	ENSRNOG00000009015
ENSRNOT00000060695	ENSRNOG00000010125
ENSRNOT00000060696	ENSRNOG00000039596
ENSRNOT00000060698	ENSRNOG00000015434
ENSRNOT00000060703	ENSRNOG00000039601
ENSRNOT00000060708	ENSRNOG00000024549
ENSRNOT00000060714	ENSRNOG00000008252
ENSRNOT00000060737	ENSRNOG00000039615
ENSRNOT00000060751	ENSRNOG00000039624
ENSRNOT00000060753	ENSRNOG00000039627
ENSRNOT00000060755	ENSRNOG00000039626
ENSRNOT00000060757	ENSRNOG00000019501
ENSRNOT00000060762	ENSRNOG00000000857
ENSRNOT00000060765	ENSRNOG00000006384
ENSRNOT00000060767	ENSRNOG00000019549
ENSRNOT00000060793	ENSRNOG00000039640
ENSRNOT00000060802	ENSRNOG00000039649
ENSRNOT00000060803	ENSRNOG00000039650
ENSRNOT00000060805	ENSRNOG00000039651
ENSRNOT00000060810	ENSRNOG00000011914
ENSRNOT00000060811	ENSRNOG00000033787
ENSRNOT00000060818	ENSRNOG00000039656
ENSRNOT00000060819	ENSRNOG00000039658
ENSRNOT00000060822	ENSRNOG00000017641
ENSRNOT00000060827	ENSRNOG00000039663
ENSRNOT00000060832	ENSRNOG00000000851
ENSRNOT00000060838	ENSRNOG00000039668
ENSRNOT00000060843	ENSRNOG00000001007
ENSRNOT00000060847	ENSRNOG00000010489
ENSRNOT00000060857	ENSRNOG00000003229
ENSRNOT00000060861	ENSRNOG00000039678
ENSRNOT00000060865	ENSRNOG00000011956
ENSRNOT00000060868	ENSRNOG00000002040
ENSRNOT00000060869	ENSRNOG00000045930
ENSRNOT00000060871	ENSRNOG00000030515
ENSRNOT00000060874	ENSRNOG00000046622
ENSRNOT00000060877	ENSRNOG00000046886
ENSRNOT00000060888	ENSRNOG00000039698
ENSRNOT00000060891	ENSRNOG00000046780
ENSRNOT00000060892	ENSRNOG00000049405
ENSRNOT00000060914	ENSRNOG00000007755
ENSRNOT00000060915	ENSRNOG00000039721
ENSRNOT00000060924	ENSRNOG00000000987
ENSRNOT00000060928	ENSRNOG00000016680
ENSRNOT00000060929	ENSRNOG00000039725
ENSRNOT00000060930	ENSRNOG00000039726
ENSRNOT00000060937	ENSRNOG00000008368
ENSRNOT00000060943	ENSRNOG00000013128
ENSRNOT00000060962	ENSRNOG00000039740
ENSRNOT00000060969	ENSRNOG00000026604
ENSRNOT00000060971	ENSRNOG00000039743
ENSRNOT00000060972	ENSRNOG00000050905
ENSRNOT00000060975	ENSRNOG00000039749
ENSRNOT00000060977	ENSRNOG00000014316
ENSRNOT00000060980	ENSRNOG00000000723
ENSRNOT00000060987	ENSRNOG00000048133
ENSRNOT00000060988	ENSRNOG00000039759
ENSRNOT00000060989	ENSRNOG00000039760
ENSRNOT00000060991	ENSRNOG00000039761
ENSRNOT00000060992	ENSRNOG00000039762
ENSRNOT00000060994	ENSRNOG00000048685
ENSRNOT00000060995	ENSRNOG00000047553
ENSRNOT00000060996	ENSRNOG00000014089
ENSRNOT00000061005	ENSRNOG00000023431
ENSRNOT00000061009	ENSRNOG00000008037
ENSRNOT00000061011	ENSRNOG00000014630
ENSRNOT00000061014	ENSRNOG00000020193
ENSRNOT00000061019	ENSRNOG00000039773
ENSRNOT00000061027	ENSRNOG00000050183
ENSRNOT00000061029	ENSRNOG00000039777
ENSRNOT00000061032	ENSRNOG00000010720
ENSRNOT00000061040	ENSRNOG00000039782
ENSRNOT00000061041	ENSRNOG00000039783
ENSRNOT00000061047	ENSRNOG00000001628
ENSRNOT00000061048	ENSRNOG00000039790
ENSRNOT00000061054	ENSRNOG00000016021
ENSRNOT00000061058	ENSRNOG00000024053
ENSRNOT00000061063	ENSRNOG00000019656
ENSRNOT00000061070	ENSRNOG00000004726
ENSRNOT00000061074	ENSRNOG00000016250
ENSRNOT00000061079	ENSRNOG00000039808
ENSRNOT00000061100	ENSRNOG00000020828
ENSRNOT00000061105	ENSRNOG00000039819
ENSRNOT00000061114	ENSRNOG00000031090
ENSRNOT00000061123	ENSRNOG00000039829
ENSRNOT00000061128	ENSRNOG00000005641
ENSRNOT00000061129	ENSRNOG00000039832
ENSRNOT00000061132	ENSRNOG00000020416
ENSRNOT00000061136	ENSRNOG00000050721
ENSRNOT00000061139	ENSRNOG00000008782
ENSRNOT00000061140	ENSRNOG00000039837
ENSRNOT00000061146	ENSRNOG00000039841
ENSRNOT00000061151	ENSRNOG00000014503
ENSRNOT00000061157	ENSRNOG00000011815
ENSRNOT00000061158	ENSRNOG00000033261
ENSRNOT00000061159	ENSRNOG00000020577
ENSRNOT00000061162	ENSRNOG00000002061
ENSRNOT00000061166	ENSRNOG00000039848
ENSRNOT00000061169	ENSRNOG00000007206
ENSRNOT00000061176	ENSRNOG00000026037
ENSRNOT00000061183	ENSRNOG00000018230
ENSRNOT00000061185	ENSRNOG00000039856
ENSRNOT00000061187	ENSRNOG00000012747
ENSRNOT00000061191	ENSRNOG00000039858
ENSRNOT00000061194	ENSRNOG00000039861
ENSRNOT00000061199	ENSRNOG00000039862
ENSRNOT00000061201	ENSRNOG00000006641
ENSRNOT00000061202	ENSRNOG00000039863
ENSRNOT00000061208	ENSRNOG00000003137
ENSRNOT00000061209	ENSRNOG00000039869
ENSRNOT00000061214	ENSRNOG00000039871
ENSRNOT00000061219	ENSRNOG00000004695
ENSRNOT00000061221	ENSRNOG00000039872
ENSRNOT00000061224	ENSRNOG00000002167
ENSRNOT00000061229	ENSRNOG00000000921
ENSRNOT00000061231	ENSRNOG00000039876
ENSRNOT00000061233	ENSRNOG00000019282
ENSRNOT00000061234	ENSRNOG00000015321
ENSRNOT00000061235	ENSRNOG00000039877
ENSRNOT00000061236	ENSRNOG00000003019
ENSRNOT00000061242	ENSRNOG00000005247
ENSRNOT00000061246	ENSRNOG00000000905
ENSRNOT00000061249	ENSRNOG00000019232
ENSRNOT00000061252	ENSRNOG00000000904
ENSRNOT00000061253	ENSRNOG00000002917
ENSRNOT00000061267	ENSRNOG00000039890
ENSRNOT00000061270	ENSRNOG00000039891
ENSRNOT00000061271	ENSRNOG00000039892
ENSRNOT00000061276	ENSRNOG00000045801
ENSRNOT00000061279	ENSRNOG00000005874
ENSRNOT00000061284	ENSRNOG00000039902
ENSRNOT00000061294	ENSRNOG00000017381
ENSRNOT00000061297	ENSRNOG00000061639
ENSRNOT00000061299	ENSRNOG00000000787
ENSRNOT00000061303	ENSRNOG00000008810
ENSRNOT00000061304	ENSRNOG00000002012
ENSRNOT00000061323	ENSRNOG00000039919
ENSRNOT00000061325	ENSRNOG00000050565
ENSRNOT00000061326	ENSRNOG00000039922
ENSRNOT00000061328	ENSRNOG00000039924
ENSRNOT00000061332	ENSRNOG00000012346
ENSRNOT00000061333	ENSRNOG00000016330
ENSRNOT00000061339	ENSRNOG00000039931
ENSRNOT00000061342	ENSRNOG00000022837
ENSRNOT00000061344	ENSRNOG00000016853
ENSRNOT00000061345	ENSRNOG00000028638
ENSRNOT00000061370	ENSRNOG00000039949
ENSRNOT00000061385	ENSRNOG00000014664
ENSRNOT00000061389	ENSRNOG00000039955
ENSRNOT00000061391	ENSRNOG00000039954
ENSRNOT00000061392	ENSRNOG00000042179
ENSRNOT00000061395	ENSRNOG00000030666
ENSRNOT00000061398	ENSRNOG00000039954
ENSRNOT00000061402	ENSRNOG00000006649
ENSRNOT00000061404	ENSRNOG00000011720
ENSRNOT00000061411	ENSRNOG00000039966
ENSRNOT00000061413	ENSRNOG00000029050
ENSRNOT00000061417	ENSRNOG00000039969
ENSRNOT00000061422	ENSRNOG00000039971
ENSRNOT00000061427	ENSRNOG00000039975
ENSRNOT00000061430	ENSRNOG00000018232
ENSRNOT00000061432	ENSRNOG00000039976
ENSRNOT00000061455	ENSRNOG00000039985
ENSRNOT00000061469	ENSRNOG00000042220
ENSRNOT00000061470	ENSRNOG00000039990
ENSRNOT00000061476	ENSRNOG00000047581
ENSRNOT00000061482	ENSRNOG00000039997
ENSRNOT00000061486	ENSRNOG00000040000
ENSRNOT00000061493	ENSRNOG00000040005
ENSRNOT00000061498	ENSRNOG00000012007
ENSRNOT00000061499	ENSRNOG00000040008
ENSRNOT00000061503	ENSRNOG00000018613
ENSRNOT00000061504	ENSRNOG00000016467
ENSRNOT00000061507	ENSRNOG00000018193
ENSRNOT00000061513	ENSRNOG00000002376
ENSRNOT00000061515	ENSRNOG00000002376
ENSRNOT00000061516	ENSRNOG00000002376
ENSRNOT00000061522	ENSRNOG00000040020
ENSRNOT00000061525	ENSRNOG00000029659
ENSRNOT00000061526	ENSRNOG00000040024
ENSRNOT00000061538	ENSRNOG00000002073
ENSRNOT00000061539	ENSRNOG00000040026
ENSRNOT00000061546	ENSRNOG00000040033
ENSRNOT00000061556	ENSRNOG00000047302
ENSRNOT00000061558	ENSRNOG00000021518
ENSRNOT00000061569	ENSRNOG00000040040
ENSRNOT00000061580	ENSRNOG00000018003
ENSRNOT00000061583	ENSRNOG00000002054
ENSRNOT00000061588	ENSRNOG00000040045
ENSRNOT00000061592	ENSRNOG00000040050
ENSRNOT00000061595	ENSRNOG00000040054
ENSRNOT00000061598	ENSRNOG00000040057
ENSRNOT00000061599	ENSRNOG00000040058
ENSRNOT00000061600	ENSRNOG00000061897
ENSRNOT00000061601	ENSRNOG00000040060
ENSRNOT00000061605	ENSRNOG00000040063
ENSRNOT00000061606	ENSRNOG00000040064
ENSRNOT00000061610	ENSRNOG00000040068
ENSRNOT00000061616	ENSRNOG00000008990
ENSRNOT00000061619	ENSRNOG00000025701
ENSRNOT00000061620	ENSRNOG00000043083
ENSRNOT00000061630	ENSRNOG00000002039
ENSRNOT00000061631	ENSRNOG00000040076
ENSRNOT00000061633	ENSRNOG00000047818
ENSRNOT00000061644	ENSRNOG00000002912
ENSRNOT00000061648	ENSRNOG00000025420
ENSRNOT00000061657	ENSRNOG00000007905
ENSRNOT00000061664	ENSRNOG00000042340
ENSRNOT00000061669	ENSRNOG00000018876
ENSRNOT00000061674	ENSRNOG00000040095
ENSRNOT00000061675	ENSRNOG00000016528
ENSRNOT00000061680	ENSRNOG00000005112
ENSRNOT00000061682	ENSRNOG00000018845
ENSRNOT00000061683	ENSRNOG00000040105
